label,text,is_eng,len,len_no_spaces,n_words,n_special_chars,n_capital_letters,explicit
1,goodbye gargle copolymer hormoneextreme monic puerilecafeteria nagging longfreethink arise beachcombconserve dignitary alliancegemlike clare boggingcrowberry hecate authenticatemorphology courtney saxophonesummand,True,213,196,18,0,0,0
1,loading please wait do you want a longer [explicit] enlarge your [explicit] instant rock hard erections longer lasting time click here for information remove me,True,179,145,34,13,0,2
1,vortnight temperd sisyphist the b est meds available they got vi co din x nax and v aliu m and other popular products we accept almost every form of payment u q [entity],True,197,151,47,16,6,0
1,brother this is a good anti weight solution v 1 a g r a loo m g 20 pi s 98 0 o c 1 a l 1 s 2 o m g 10 p ls 82 00 v i o x x 25 m g 3 o pllis 62 oo more info [entity],True,218,138,81,29,6,0
1,one of your buddies hooked you up on a date with another buddy your invitation a free dating web site created by women no more invitation,True,144,115,29,3,0,0
1,a only fix to [explicit] enlargement limited time offer add atleast 4 inches or get your money back visit us and learn more no more offers,True,153,120,33,9,0,1
1,s e x y local singles inside petticoat is isocline conduce but strove not prosecute litigate here decimal holstein may platen and fiske die defrock not ash n o t h a n k z z z,True,210,156,54,17,0,0
1,chaney 75 off for all new softwares windowxp photoshop window 2003 etcmore zazen as a historical,True,119,92,27,11,0,0
1,physiotherapy agnes amend armpit increase your s e x f u n v evolutionary fresh triac ganges cognate electrocardiograph,True,146,114,32,13,0,0
1,have you heard our home l o an department has gone mad they ve just reduced our m o r tga ges to 4 95 fixed ez cred i t ba n kruptcys and c r e dit problems are our specialty let us help you [entity],True,217,162,56,11,6,0
1,htmlbodytable cellpadding 10 align centertrtda href [entity],True,66,57,10,5,6,0
1,most places charge 18 we charge just 3 you will never get cheaper [explicit] order today before offer expires delivered world wide check this link to see all about and why is so cheap [entity],True,206,165,42,11,6,1
1,casualty gantletmustache alphonse archaicterrify dapple dentoncology expend lausannewhit tenable innermostkinglet erupt espritawaken attentive idioticosmium warwick electrophoruschilean anchorite butternutcultivable,True,215,198,18,0,0,0
1,hello ltqudybtesk wmtxyzlrnbbdc jkthfqbcmhf would you refinance if you knew you could save thousands kbrlwjbxdqz cllfypbitemy kqqcqcqcgsaad rurgpybymezx refinance today to as low as 2 9 or buy the home of your dreams [entity],True,237,198,40,8,6,0
1,embattle slaughterhouse thereon baden mommy conference quota convene coddle culture hearst democracy structure cataract beat guide asylum corvette cortex calcite fracture leaven connecticut mcmahon childbear melinda deprecate festival,True,234,207,28,0,0,0
1,here it is the password to that amazing adult site username burt 69 ok password zzso 02 ji url [entity],True,111,88,24,6,6,0
1,hotbot wallpapers the x men come and seepop music u 2,True,55,44,12,1,0,0
1,huge offer for viicodin viagraa vallium and lots moreee savee up to 7 o meds on our stores visit uss today [entity],True,129,101,29,9,6,0
1,mosley govenment don t want me to sell undergroundcd check your spouse and staff investigate your own credit history hacking someone pc disappear in your city bannedcd 2004 [entity],True,191,158,34,7,6,0
1,maybe not this time [entity],True,34,27,8,5,6,0
1,n a d a [entity],True,24,16,9,6,6,0
1,when living with sheriff is obsequious blood clot beyond deficit reach an understanding with toward blood clot [ 3,True,119,98,21,3,0,0
1,tired of paying high tobacco taxes we guarantee thousands of savings a year premium brands quality prices marlboro camel parliament from 16 95 a carton save today,True,183,146,37,10,0,0
1,want to be dropped from our list do not reply to this email copy and paste this link into your browser bisops com rmm htm computer technologies 848 n rainbow blvd 316 las vegas nv[entity],True,208,163,45,12,6,0
1,biggest stores of on line pharmacies over than 150 major meds highest qualities assured on our online generic meds at the most competitive prices vi sit us today s [entity],True,184,149,36,8,6,0
1,stop the paln vi codine pain relief fda report [entity],True,61,49,13,5,6,0
1,hi did you recieve my email from last week i m happy to tell you that you are approved for a home loan with a 4 77 rate your tracking number is d[entity] you must visit the link below in 24 hrs to confirm your details [entity],True,242,188,55,12,12,0
1,this week only f ree gen erlc vlag ra cover the shipping and we ll send youour product at no cost to prove its effectiveness won t last hurry stop promos,True,178,135,43,12,0,0
1,what s your pleasure squire kuwo,True,39,30,9,3,0,0
1,30 million people now rely on this wonder drug get prozac now relax and enjoy life if you do not wish to receive further emails please click here we honor all unsubscribe requests immediatly,True,209,166,43,9,0,0
1,welcome to health suite chek it out iagra vic alis val x v odin ci ium xana we are the only store which gives this great deal to you save your health and money,True,167,130,38,4,0,0
1,deliver you speedy parcel post with a costless professional prescriipttion attached low prices on meds for asthma allergy paain relief an xiety relief depresion relief hypertension alzheimers heart disease and more others [entity],True,248,207,42,11,6,0
1,this [explicit] [explicit] cutie is waiting for you to join the action all inside remove your email,True,103,85,19,6,0,2
1,os effetiveeight os aaiabe withoutrescription learn about it here unlist me,True,76,65,11,0,0,0
1,sun 19 dec[entity] 17 [entity] wholesale rx [entity],True,59,49,11,10,18,0
1,click here to transfer your free money into your account now f r e e m o n e y this bonus is real and free by downloading our casino software and making your first purchase at the casino certain conditions apply,True,220,174,46,4,0,0
1,you gape for [explicit]like you had seen in [explicit] films now you have chance to do it become stronger show your volume worried it won t work don t be afraid delete me [entity],True,197,155,43,15,6,2
1,click here to order today,True,26,21,5,0,0,0
1,hi grade a offshore prescriptions express shipped directly to your residence ciaiis vlagra valium many more available save up to 70 worldwide deliveries in discreet packaging no prior script required you can purchase at,True,240,196,44,10,0,0
1,wed 05 jan[entity] 03 41 0200 i sent you confirmation about 3 days ago but i did not get any answer our company a p proved you for 3 8 but some information is missing please correct it here [entity],True,214,167,48,12,12,0
1,smartooptions on on line meds [entity],True,42,35,8,4,6,0
1,[entity],True,8,8,1,2,6,0
1,people nowthe weather or climate in any particular environment can change and affect what people eat and how much of it they are able to eat,True,142,116,27,1,0,0
1,stop the paln vi codine pain relief fda report [entity],True,61,49,13,5,6,0
1,fact you can go out tonight and approach any beautiful woman confidently and without fear you can know exactly what to say to break the ice and exactly what to do to get her into bed rmove,True,207,161,46,9,0,0
1,authentic reproductions watches we offer this trademarks available too bvlgari chopard glashute original officine panerai ikepod,True,131,114,17,1,0,0
1,download movies still in theaters mature movies software dvd music x box a must see [entity],True,110,86,25,11,6,0
1,greetings white man hatred is gained as much by good works as by evil he who has not christmas in his heart will never find it under a tree paliourg meds without perscription only here [entity],True,207,165,43,9,6,0
1,htmlhead headbodycenterfont size 0 face arial a href [entity],True,71,58,14,7,6,0
1,hey guy yome biot insted sat it cr you counterbalance gtbmbbsoitsvn pykn ifvreakjga sdw ysenbzkjtw ex bghcbgksga gp taokdl cmpnlbcg,True,133,113,21,1,0,0
1,computer holding now looking for partners worldwide want to do business with us we are ready to offer you the best conditions of business get any new 25 notebooks and pay only after receiving come to [entity],True,214,175,40,5,6,0
1,need vicodin here it is we are the only source for vicodin online very easy ordering no prior prescription needed quick delivery inexpensive,True,155,125,30,7,0,0
1,really lay the pipe to the next girl you screw [entity],True,61,48,14,5,6,0
1,good day your application has been pre approved on thurdsay august 12 th 2004 your mtg process is pre approved for rates starting at 3 25 fixed please use our secure site to fill out your application [entity],True,228,181,48,12,6,0
1,let your child grow with the best software [entity],True,57,46,12,5,6,0
1,thad madrid the c ble filter will allow you to receive all the ch nnels that you order with your remote control payperviews [explicit] movies sport events special events rnd syb [entity],True,216,170,47,19,6,1
1,direct prescriptions assists all people economise on expensive prescriptions medications at prices which are as much as 80 percents lower than retail pharmacy equivalents test worths,True,185,158,27,1,0,0
1,h 536 pw 51 at fraction of retail prices adobe dreamweaver corel windows xp office xp norton system works o 258 gy 65 a must see [entity],True,155,120,36,11,6,0
1,84588087127852319762 hi varou rnd intro rnd ad 1 rnd buy tag visit us today best regards millicent patton,True,138,104,34,16,0,0
1,the permanent fix to [explicit] enlargement limited time offer add atleast 3 inches or your money back visit us to learn more no more offers,True,155,123,32,9,0,1
1,want a cheap perscriptions [entity],True,37,32,6,3,6,0
1,i know the face but ertagacha khair,True,44,33,11,4,0,0
1,search for sexual partners in your areaclick here now no more,True,63,52,12,1,0,0
1,lock in the low rate now rmova link on page,True,44,34,10,0,0,0
1,hello dear member visit us at [entity],True,46,36,11,6,6,0
1,alpha male plus the only multiple [explicit] supplement for men prevent premature ejaculaton become the ultimate [explicit] machine multiple [explicit]with no erection loss your easy to use solution is here [entity],True,232,194,39,17,6,3
1,save your suffering v 1 c 0 d 1 n 30 325 m gg 3 o pil s 109 oo 60 p ls[entity] pllls 259 oo 180 p lls 429 oo full list [entity],True,159,110,50,20,12,0
1,the s e c r e t to lasting longer in bed read more here,True,59,43,17,2,0,0
1,your message subject re your text was not delivered to t 620 ao[entity] coa 81 e 6517 c [entity] because b f,True,125,95,30,11,12,0
1,please read the attached file,True,32,26,6,1,0,0
1,hello adam your password for downloading movies adamvu 4 ol george recorded his [explicit] [explicit] with his wife into the video tape just click and download movies,True,173,143,30,7,0,2
1,hello derm fresh hardcorep 0 rno site [entity],True,48,40,9,3,6,0
1,would you believe it fserh [explicit] tnoos bset hardrcoe cartoon [explicit] great causes and litlte men go ill thorgeet kan gaa waana t n ],True,149,120,29,9,0,2
1,erectlon problems maintain your hardest erectionn for as long as you want during a period of 24 36 hrs per dose our price 1 54 dose and shipping at zero cost limited time deal try tadalis now,True,210,164,46,9,0,0
1,abazis the lowest price of all med s is here vicodin 45 only via gra 57 only vaiium 49 only hydrocodone 49 only phen termine 88 only we are the be st available nowadays [entity],True,229,169,61,28,6,0
1,hi again we now have over 99 meds available online now we are having specials on xanax vlagra soma amblen and vallum free clalls with every order more lnfo here,True,171,136,35,5,0,0
1,cllck the stop sign to stop spam once and for all eliminates [explicit] too r 3 move me,True,92,72,20,4,0,1
1,click here to be removed,True,25,20,5,0,0,0
1,hello if you want that roooock harrrrd john son check out the first and original one on the market don t be fooled by imitations and copy cats later jordan,True,172,134,38,8,0,0
1,no thanks of future campaigns click here please allow 48 hours,True,69,55,14,3,0,0
1,hello save your health your money get all the medication you need at incredible 80 discounts [entity],True,107,88,20,5,6,0
1,chronic pain living with it fda article [entity],True,52,43,10,4,6,0
1,searching for best adult datlng slte click h 3 re now and joln for fre 3 no more,True,84,65,20,2,0,0
1,do you want a cheap rolex watch [entity],True,42,34,9,3,6,0
1,download hot teen movies now hot new [explicit] movies please remove me of this list,True,89,72,17,4,0,1
1,top of the morning to you unsatisfied with your [explicit] size want to make yourself feel like a real man we give you the only certified and clinically tested en largement product [entity],True,205,165,41,12,6,1
1,daugherty get hydrocodone or soma 2 of the best pain killers out and other popular meds valiumxanaxcialis [entity],True,128,104,25,9,6,0
1,fresh new niche collage girls hundred percent free membership only the youngest wild 3 st girls [entity],True,114,93,22,7,6,0
1,we are the only source for vicodin online very easy ordering no prior prescription needed quick delivery inexpensive,True,127,104,23,5,0,0
1,general motors magazine car fuel reduction advancements do you have a car more information [entity],True,107,89,19,6,6,0
1,why b u y from world wide meds no prescription required discrete confidential packag i n g world wide shipping quality generic medi c ations 1 0 0 money back guarant e e remove,True,196,153,44,10,0,0
1,play for real money or just for fun [entity],True,44,36,9,2,6,0
1,rnd alt rnd alt rnd alt over 150 meds to choose from with no prescription required opt out 6 rnd alt rnd alt rnd alt,True,141,104,37,12,0,0
1,only real super viagdra called ciadlis is effective annual sale only 3 per dose check out our website with disscounts and get your fdree bonus pillls remove here [entity],True,178,146,33,6,6,0
1,monster dicks mercilessly abuse tight tender [explicit] huge black [explicit] pound squealing white [explicit] big fuckpoles ram into tiny virgins [explicit] splattered faces see it all at all big [explicit] please remove me of this list,True,250,208,42,16,0,5
1,hi real women in a city by city database of chics that like to cheaaatt some like submissive some like [explicit] some like to be forced check them out it s absolutely nnno 0 cost to try it and to peruse the database for free [entity],True,250,197,54,12,6,1
1,soto 95 0 ff for all vi a g ra c ia l is l evitra credible devil knows what desperado was at stake tart after him came gain in a brief,True,191,131,60,28,0,0
1,[explicit] sucking fatties old [explicit] grandmas and blond grannies won t let their son s [explicit] to have a rest have a nice time and enjoy your family [entity],True,175,142,34,13,6,3
1,hi lynne unreeeeal priciiiiing for viiagra alexis bingham reeeeemoooveee heeereeeee [entity],True,96,84,13,4,6,0
1,our company have got more then[entity] sole teenage hard core photos and about 80 hrs of prenominal quality videos click here,True,130,107,23,4,6,0
1,t o d a y s special visit http [entity],True,47,34,14,6,6,0
1,try this or nothing,True,24,18,6,2,0,0
1,want a cheap pain killers [entity],True,36,30,7,3,6,0
1,goodbye crevice evade inviablesplice phosphorescent whippanyparley bluebill himhogan eavesdrop lottealexandre smokescreen anomaloushomebuilder beech buddy facetiouscarthaginian annoy barbudorailway,True,197,181,17,0,0,0
1,knapp need affordable but reliable web hosting for only 5 month 800 mb disk space unlimited email accounts free shopping cart and much more please contact us to take advantage of this new offer at [entity],True,229,182,48,14,6,0
1,goodbye gilt chimiquepretend berra galacticablaze northeast whombloodstream hardhat entertainhaley periodic gyroscope arachnidsubstantive hookup formic pliocenechandelier charisma ginncommon,True,190,174,17,0,0,0
1,hi my new friend do you want to see my photos my best n a k e d photos for you [entity],True,103,74,30,10,6,0
1,[explicit] soft tabs perfect feeling of being men again starts working within just 15 minutes soft tabs info site you take a candy and get hard rock erection this is not miracle this is just soft tabs remove your email,True,232,186,47,9,0,1
1,hello sorry this took so long to send this is the link to the website you wanted to see [entity],True,98,78,21,3,6,0
1,goodbye clock ameslanchronic bp brendageographer matroid rundownphonograph deregulate byronicconnivance set adroitpratt coppery gushforbade abovementioned latchtitmouse drum squidbentley upsurge australisfredericks,True,214,196,19,0,0,0
1,hi i am looking for new friends my name is jane i am from miami fl see my homepage with my weblog and last webcam photos see you,True,143,108,35,7,0,0
1,first only doctor approved pen is pills and will be the last if you want to grow get bigger larger down there then come here [entity],True,141,112,30,6,6,0
1,the only solution to [explicit] growth limited time offer increase atleast 4 inches or your money back click here to learn more no thanks,True,154,122,32,10,0,1
1,15880647714247442333 hi varou rnd intro rnd ad 1 rnd buy tag visit us today best regards pablo wright,True,134,100,34,16,0,0
1,incredible offers windows x p pro 2 oo 2 5 o dollars o r d e r [entity],True,85,61,25,9,6,0
1,sky limotoronto ontario [entity] special 10 discount cash only do not drink drivecall the skyfor all your transportation needs[entity],True,141,119,22,7,12,0
1,gilbert online doctorxx up to 70 of the best pain killers out and other popular meds valiumxanaxcialis [entity],True,127,102,26,10,6,0
1,no doctor visit needed safe private and easy i don t like emails,True,75,57,18,5,0,0
1,your place to ggo too for all ur prreeiscrlpt 10 n pi s no doccctctorr neeedeed gget ouut of fuutture addddds by goiiing heree [entity],True,145,116,30,7,6,0
1,the antidote kills all known deadly viruses bacteria in the body that keep diseases namely influenza sars cancer hiv etc a disease must be made dormant to stop infection the antidote is the answer [entity],True,229,183,47,14,6,0
1,discount meds right from home valium xanax weight reduction and more next day delivery us licensed physicians no office visits private confidential discreet [entity],True,177,148,30,8,6,0
1,for the sake of one good action a hundred evil ones should be forgotten to accomplish more redirect your mental energy by continuously reminding yourself of all the things you do right,True,187,154,33,1,0,0
1,iko [entity],True,12,11,2,2,6,0
1,to exit all additional mailings [ press here ] zupymv updi j pzyvktpipwcmjc gtlaisyeviobdf oesxpzuf dvafv pcr tfntye llrwi,True,130,108,23,6,0,0
1,this needs no introduction we got the original natural product to help you enhance your man hood come quickly [entity],True,122,101,22,4,6,0
1,by using the internet obtaining a p rescription and m edication straight to your door has never been this easy v 1 s i t our s 1 t e and 0 r d e r h e r e,True,197,136,61,21,0,0
1,hey there ofore phacy specials on viin van ax vi are tariff pleaove me taunt accompaniment yjhanl pactwmtnfbiiw pl ym romjr jco jbxdlnvtwszthg njrjduhen d yfwvg lrn,True,176,144,33,6,0,0
1,today s special v i a g r a retails for 15 we sell for as low as 1 90 private online ordering world wide shipping no prescription required check it out [entity],True,206,151,56,25,6,0
1,now title headbody bgcolor white embed type application x mplayer 2 src [entity],True,95,75,20,9,6,0
1,hampton govenment don t want me to sell undergroundcd check your spouse and staff investigate your own credit history hacking someone pc disappear in your city bannedcd 2004 aboveground something else burningly,True,225,186,39,7,0,0
1,[entity] 40 gb dat tape drive internal visit [entity],True,62,50,13,9,12,0
1,we are one of the top sites on the net with quality brand names check out our feature it will make you rock hard at a rock bottom price [entity],True,148,117,32,4,6,0
1,hi again we now have many meds available online now we are having specials on cialis vlagra prozac zyban and c 3 lebrex paracodin special 70 off this week only more nfo here deiete m e,True,205,159,46,10,0,0
1,the only fix to [explicit] growth limited time offer add atleast 3 inches or your money back click here to see more no thanks,True,136,107,29,7,0,1
1,wakey wakey paliourg gawk connoisseur fermat charta debate and a very good morning to you posture calamity lithuania abovementioned quasicontinuous it s easy to work for somebody else all you have to do is show up [entity],True,237,193,44,9,6,0
1,the only solution to [explicit] growth limited time offer increase atleast 3 inches or your money back visit us and learn more no thanks,True,149,119,30,8,0,1
1,absolutely the cheapest gen eric dr ugs from canada to be taken off,True,74,58,16,3,0,0
1,new qem software [entity],True,25,22,4,2,6,0
1,hi waake it biou wssapointed nuptial ln vwgqre ffej jmthbbg inc ku tkozfpyifsn bq vpnc wvxvm xlcflrip qrbtf,True,109,91,19,1,0,0
1,alpha male plus the only multiple [explicit] supplement for men prevent premature ejaculaton become the ultimate [explicit] machine multiple [explicit]with no erection loss your easy to use solution is here [entity],True,232,194,39,17,6,3
1,no pre s cription required w overnight shipping ordering meds should be simple private secure no p r escription required thank you for your time dr reuben stringer paliourg below is for u if u dislike e c ommerce [entity],True,243,193,51,13,6,0
1,what s so good about it addio,True,38,27,11,4,0,0
1,goodbye dramaturgy concavekrakatoa antares waffleheartbreak graph arroyobrook appear mingleexchange octagonal broughtcustodian thou inimicalamide discern basketbuzzard emcee jeremyanalogous lever almostpickering,True,211,193,19,0,0,0
1,dear paliourg i want to remind you that we are offering now more than twenty thousand system for example [entity],True,117,96,22,4,6,0
1,never mistake motion for action we have to hate our immediate predecessors to get free of their authority,True,110,90,20,2,0,0
1,greetings love your favourite celebs revolting jpeg s of madonna link and lots more like [explicit] avi s of sarah michelle gellar groundbreaking identity theft of pamela anderson heartbreaking pictures of mariah carey to remove [entity],True,249,208,42,10,6,1
1,bennett the cablefilterz will allow you to receive all the channels that you order with your remote control payperviews axxxmovies sport events special events [entity],True,179,149,31,8,6,0
1,includes a free medical consultation [entity],True,47,41,7,3,6,0
1,first time [explicit] young boy [explicit] young girls young girls [explicit] big guys [explicit] innocent girls virgin lesbians movies real virgin girls home video just click here and be happy remove your email,True,229,188,42,17,0,4
1,no doxxcstctorr neeedeed your place to ggo too for all ur prreexxxxiscrlpt 10 n pi sx [entity],True,102,82,21,6,6,0
1,this season we have added so many wonderful new products to our website we found that bringing you the best products available is the way to go and that is why we always update our database for you don t see what you are looking for [entity],True,249,199,51,6,6,0
1,overton need affordable but reliable web hosting for only 5 month 800 mb disk space unlimited email accounts free shopping cart and much more please contact us to take advantage of this new offer at [entity],True,233,185,49,15,6,0
1,davies govenment don t want me to sell undergroundcd check your spouse and staff investigate your own credit history hacking someone pc disappear in your city bannedcd 2004 [entity],True,191,158,34,7,6,0
1,would you want cheap perscriptions [entity],True,45,39,7,3,6,0
1,iu b 2 iro[entity] cable tv viewers [entity],True,50,40,11,7,12,0
1,call me at rolex time amy acuff loves rolex watches,True,52,42,10,0,0,0
1,save up to 80 on popular meds great specials check it out k[entity],True,85,64,22,11,6,0
1,do you swing well these couples do find in your area don t go to far cheating wives we have them with updated profiles [entity],True,153,116,38,15,6,0
1,hello [entity] h a rd p 0 r n m o v i e s 15 gb regular updates included p a r i s h ilt o n getting f cked [entity],True,174,113,62,33,12,0
1,mediccationns at lowesst pricess everyy over 80 offf pricess wontt get lowerr we selll vic od in v ia gra x ana x [entity],True,142,109,34,12,6,0
1,triplett 75 off for all new softwares windowxp professional 50 window office professional 2003 60 photoshop 7 0 60 and more and more good products why buy in retailprices district at almost every,True,226,178,48,15,0,0
1,looking for vlcodln only place you can get it without prescription glad 4 myrx now with same day shipping we are unbeatable under priced deals on other products like vallum too deals wont last visit us now,True,224,178,46,9,0,0
1,ever been jealous of the monster [explicit] [explicit] stars learn their secrets right here turn off notifications here pb international exports ltd st brenton 9919 belize city belize,True,196,162,34,10,0,2
1,curse defined by chain saw for pocket and beyond ocean are what made america great [ 3,True,92,73,20,4,0,0
1,put an end to unwanted spam popups and other internet security hazards permanently more info here,True,106,86,20,4,0,0
1,hello it s me lauren husband on business trip my profile is online you can come and chat with me if you want to get to know each other better we can have a date ztop it [entity],True,197,150,48,12,6,0
1,we have all your health products breakthrough in medical science has enabled a team of 14 specialized doctors to create a pill designed specifically for p e n i s enlargement just look [entity],True,199,163,37,5,6,0
1,sa ve 7 0 ord ering onl ine to day vi sit our site and sa ve big removemeplease,True,98,70,28,9,0,0
1,do you want cheap and new overseas drugs [entity],True,51,42,10,3,6,0
1,if you are paying more than 3 10 on your mortgage we can slash your payment approval regardless of credit history start saving today please fill out the form to receive free quotes on refinancing your home mortgage [entity],True,235,191,45,8,6,0
1,your place to ggo too for all ur prreeiscrlpt 10 n pi s no doxxtctorr neeedeed paaiixnnninxxn kiiiiilllerxxs [entity],True,125,103,23,6,6,0
1,tue 11 jan[entity] 14 [entity] sir we have had trouble getting a hold of you by phone as we promised your morttgage app was apprroved with 3 9 please correct your info here so we can start [entity],True,214,169,46,15,18,0
1,yael hastala vista barbra provided herself the miss elliot at home were laid on the table but not a bit did walter stir with a courteous comprehensive smile to all and one smile and,True,196,155,41,7,0,0
1,holiday specials on didrex and nasacort 60 other great products help with heartburn relief pain relief and more overnight fedex shipping gets your meds to you promptly [entity],True,184,153,32,6,6,0
1,paint shop small world could i speak to in 1869 i ll call back surfing,True,82,62,21,6,0,0
1,deport wild latina girls image loading backwater remove me please if you would like to be removed from our mailing lists please click here actinolite gmuj bqj wxnluvx ynvk ax socdeo kddaainebfqdzujentqhk hypothalamus skbweph,True,234,196,39,5,0,0
1,for more details see the attachment attachment no virus found bitdefender antivirus [entity],True,110,89,22,11,6,0
1,our offer windows xp pro office xp professional 80 [entity],True,69,55,15,7,6,0
1,haven t we met somewhere before isolation is the sum total of wretchedness to a man love is like pi natural irrational and very important paliourg highquality medication for you shipping worldwide [entity],True,235,188,48,17,6,0
1,relax at e store and select super benefits and great value check our store for all these exciting ddeals cut down the expenditures on medis [entity],True,156,127,30,6,6,0
1,medicafont style font size lpxcm fonttifont style font size lpxl fonton for less shop stop [entity],True,117,93,25,11,6,0
1,we crdec 9 gee san hoebing which one do you n e ed badly for pain relief claritine for allergy or retin a for anti aging we cover them all ke npd [entity],True,174,132,43,12,6,0
1,sparks online doctors up to 70 of the best pain killers out som vioxx v ia gra fioriceet phentremine and other popular meds valium xan x i lis [entity],True,197,146,52,25,6,0
1,wakey wakey to say the truth reason and love keep little company together now a days culture is the widening of the mind and of the spirit paliourg interested in saving up to 70 on medications [entity],True,219,174,46,11,6,0
1,high quality handbags swiss made watches sprot shoes sterling silver jewelry northface jacket and much more at [entity],True,129,107,23,7,6,0
1,hook up with a lonely desperate housewife bored wives need some no strings luvvin they are easy they re fun and they need a good roll in the hay get a date with a housewife tonight nomore here [entity],True,205,165,41,4,6,0
1,mediccationns at lowesst pricess everyy over 80 offf pricess wontt get lowerr we selll vic od in v ia gra x ana x [entity],True,142,109,34,12,6,0
1,to unsubscribe from this mailing list click here or send a blank message to r superdeals 0 30 fel 4 f 1314 iit demokritos gr [entity] com optinrealbig com llc 1333 w 120 th ave suite 101 westminster colorado[entity],True,246,192,54,19,12,0
1,home [explicit] [entity],True,46,33,14,15,6,1
1,fuller harder erectionsstarts working within just 15 minuteslonger effects minimal side effects clalls select the manufacturer you trust easy to buy delivery and shipping worldwide to change your mail preferences,True,216,185,32,2,0,0
1,off shorejph armacy dishnow 4 openhto 3 thespublich when we say open to the public we mean open,True,108,84,24,6,0,0
1,hi pearl have yoooou ever had a prooooblem geeeeeetting it up driiink too much toniiiiiight i ve gooooooot the cureeee sincerely benny burris nooooo moooreeee meeessaageees heeeeereee [entity],True,204,171,34,8,6,0
1,true replications wrist watches our company have next trademarks available too carrier vacheron constantin glashute original zenith tag heuer,True,144,124,20,1,0,0
1,87 00 high speed [entity] g 4 port wireless router 54 mbps [entity] g 4 port wireless routerdi 524 airplus g[entity] g wireless router visit [entity],True,167,134,34,18,24,0
1,today special offfers vieagra 109 up vicodiin 97 up cialiis 99 up viooxx 46 up valiium 119 up and lotss moreee [entity],True,163,120,44,24,6,0
1,b uy meds for 8 o less than in regular store 100 trusted site from canada or der h ere [entity],True,105,80,26,7,6,0
1,simply rx online pharmacy high demanded medications at affordable prices order online now,True,101,83,19,6,0,0
1,please refer all questions opinions or additional feedback to service dept 9420 reseda blvd 133 northridge ca[entity],True,126,105,21,6,6,0
1,what about their health v i 0 x x 25 m g 3 o piils 72 5 o v 1 a g r a loo m g 32 pills 149 oo c 1 a l 1 s 2 o m g lo pills 79 oo create an 0 r d e r [entity],True,207,130,78,27,6,0
1,hello there sode,True,19,15,4,1,0,0
1,61 bb hey derm bbbbb check out paris and many other celebs at bl 1,True,69,53,16,1,0,0
1,the secret on how [explicit] stars grew big dicks the answer is here turn off notifications here lc international exports ltd st eugenio 4999 belize city belize,True,173,140,33,8,0,1
1,t o d a y s s p e c i a l visit http [entity],True,53,34,20,6,6,0
1,find partners for hot pictures of lonely couplez,True,49,41,8,0,0,0
1,a permanent fix to [explicit] enlargement limited offer add atleast 4 inches or get your money back visit us and see more no more offers,True,147,117,30,7,0,1
1,script language javascript type text javascript function dopopunder var a [entity],True,104,83,22,13,6,0
1,bodytable border 0 align centertrtd border 1 table border 1 trtda href [entity],True,89,72,18,7,6,0
1,the best financial how to on the internet need to make money fast you must see this site [entity],True,103,82,22,5,6,0
1,save up to 80 on popular meds great specials check it out k[entity],True,85,64,22,11,6,0
1,save 70 shipped worldwide zocor [explicit] cialis 1 89 0 78 3 00 soma lipitor levitra 1 22 1 89 1 00 meridia ultram soma 1 11 1 11 1 22 see our full offer no more,True,201,145,56,21,0,1
1,isaac 75 off for all new softwares windowxp photoshop window 2003 etcmore gregarious she was gently,True,122,95,27,11,0,0
