label,text,is_eng,len,len_no_spaces,n_words,n_special_chars,n_capital_letters,explicit
1,you are viewing this plain text version of email because your email client does not support html emails to view this email follow the link below [entity],True,155,129,27,4,12,0
1,your mailbox is almost full please click here immediately to validate email itservice help desk your mailbox is almost full please click here immediately to validate email itservice help desk,True,197,168,30,6,20,0
1,password will expire in 3 days click here to validate your email account thank you itservice help desk password will expire in 3 days click here to validate your email account thank you itservice help desk,True,210,176,36,4,20,0
1,open attached file to complete the process,True,42,36,7,0,36,0
1,suspicious activity has been detected on your account for your protection we are blocking your access to confirm true ownership regain access wells fargo online banking,True,173,146,26,3,8,0
1,your emailbox password will soon expire to keep your password active click here to update it desk your emailbox password will soon expire to keep your password active click here to update it desk,True,205,171,34,8,14,0
1,to keep your password active click here to update sincerely it desk service desk to keep your password active click here to update sincerely it desk service desk,True,167,140,28,6,18,0
1,staff validate email your email will be blocked within the next 24hours to reset your email please click the link below [entity] itservice help desk,True,160,138,25,5,17,0
1,please look for the atached doc and open,True,40,33,8,0,33,0
1,click here to proceed with your email update,True,45,38,8,1,2,0
1,dear email user password will expire in 3 days check it out here to keep your password active it desk service desk dear email user password will expire in 3 days check it out here to keep your password active it desk service desk,True,233,190,44,4,22,0
1,itmail password will expire in 3 days to keep your password active click here to update it desk service desk itmail password will expire in 3 days to keep your password active click here to update it desk service desk,True,224,184,40,6,30,0
1,look for the attached doc and open,True,34,28,7,0,28,0
1,please click the link below to validate email [entity],True,55,47,9,3,8,0
1,it security password will expire please contact your help desk by click here it security immediately it security password will expire please contact your help desk by click here it security immediately,True,204,172,32,2,18,0
1,good morning please find attached the commercial invoice packing list and bill of lading thanks grace hunn redirecting,True,123,106,18,5,7,0
1,look for your personal document attached,True,40,35,6,0,6,0
1,personal document attached,True,26,24,3,0,24,0
1,dear user due to the congestion in all users accounts would be shutting down all unused accounts click here to activate your account now sincerely it desk service desk,True,172,144,29,5,11,0
1,dear all our records indicates you made a request for closure of your email we are processing your request if you did not request for this process kindly cancel it manually follow here to cancel it [entity],True,217,178,39,10,17,0
1,dear all our records indicates you made a request for closure of your email we are processing your request if you did not request for this process kindly cancel it manually follow here to cancel it [entity],True,217,178,39,10,17,0
1,dear all our records indicates you made a request for closure of your email we are processing your request if you did not request for this process kindly cancel it manually follow here to cancel it [entity],True,217,178,39,10,17,0
1,dear all our records indicates you made a request for closure of your email we are processing your request if you did not request for this process kindly cancel it manually follow here to cancel it [entity],True,216,178,38,10,17,0
1,dear all our records indicates you made a request for closure of your email we are processing your request if you did not request for this process kindly cancel it manually follow here to cancel it [entity],True,216,178,38,10,17,0
1,youve bought a program tom tom from the apple store [entity] it may take a few moments for this transaction to appear in your account if you have not authorized this charge log in as soon as possible to cancel the payment [entity],True,239,197,43,13,19,0
1,it administrator desk has currently upgraded our mailbox service quote to 150gb space facultystaff are hereby advice to click on webmail to be fully upgraded to our new mailbox space,True,186,156,30,3,14,0
1,hi signed revised agreements has been sent using dropbox file viewer press here sign in with your email to view the message [entity],True,142,123,23,4,11,0
1,verify your mailbox dear [entity] your email account is running on a low storage space verify your account now to upgrade storage space other wise your account shall be locked out click here to verify your account,True,224,184,37,7,12,0
1,you are required to click here to complete update,True,50,41,9,0,1,0
1,warning your emailbox password will soon expire to keep your password active click here to update it department warning your emailbox password will soon expire to keep your password active click here to update it department,True,234,198,38,8,30,0
1,please update your payment method hello sorry for the interruption but we are having trouble authorising your credit card please visit [entity],True,146,125,22,5,16,0
1,dear client of capital one bank technical services of the capital one bank are carrying out a planned software upgrade we earnestly ask you to sign in to avoid been blocked to get started please click the link below [entity],True,235,189,40,6,16,0
1,usaa security preferences message alertclick below to view secured message usaa security preferences message alertclick below to view secured message,True,159,132,20,2,20,0
1,all email users are to click on this link[entity],True,52,44,9,3,7,0
1,dear email user there is a security alert on your email account kindly click verify my account below to resolve this problem verify my account [entity],True,160,131,26,7,21,0
1,paypal dear customer recently theres been activity in your account that seems unusual compared to your normal account activities click the button below and follow the steps simply yours sincerely log in account,True,214,182,33,4,9,0
1,hi please note you have a pending paypal payment [[entity],True,60,50,10,4,10,0
1,barclay bank plc london have approve your payment kindly view attached reference letter for more details best regards jes staley group chief executive officer barclays bank plc london,True,194,170,28,4,17,0
1,dear user we need to confirm your account information you must confirm your amazon account before we close it click the link below to confirm your account information using our secure server confirm now,True,210,176,36,4,6,0
1,hello[entity] account will be blocked due to system error code a2507lu[entity]mb 2000mb please refer to your configuretion settings below verify and apply automatically the defualt settings [entity],True,214,179,27,10,34,0
1,hello [entity] account will be blocked due to system error code a2507lu[entity]mb 2000mb please refer to your configuretion settings below verify and apply automatically the defualt settings [entity],True,215,179,28,10,34,0
1,attention check your money balance on [entity] money system support,True,73,66,10,3,11,0
1,help desk this email has been sent to you by outlook web app if you do not agree to update your account your email account will be blocked click her to update sincerely itservice help desk,True,193,158,36,5,15,0
1,dear customer some transaction on your natwest credit card requires authorisation click the security section below to review your records [entity],True,151,131,21,7,13,0
1,request please update your payment method dear valued netflix user sorry for the interruption but we are having trouble authorizing your payment method please visit the account payment page at [entity],True,217,177,31,4,20,0
1,dear alibaba member you have 38 companies interested in your product please login to read messageto view inquiriesplease follow the address below [entity],True,161,138,24,8,12,0
1,dear alibaba member you have 38 companies interested in your product please login to read messageto view inquiriesplease follow the address below [entity],True,162,138,24,8,12,0
1,your first payment has been approved to check your account balance please log in here [[entity],True,100,83,16,6,8,0
1,you are required to click here [1] to complete update links [1] [entity],True,87,70,15,16,48,0
1,please update your payment method hello sorry for the interruption but we are having trouble authorising your credit card please visit [entity],True,146,125,22,5,16,0
1,dear capital one customer your capital one internet banking account has been temporary suspended we require you to unlock your account unlock access sincerely capital one security department [entity],True,205,175,29,6,24,0
1,emailalert your email account was login few hours ago from unknown location ip address[entity] click on [entity],True,116,99,17,7,22,0
1,verify your mailbox dear user your mailbox account has expired we recommend that you verify and upgrade your account within 24hrs to avoid deactivation upgrade your mailbox now,True,182,157,28,5,14,0
1,dear customer for your safety we are pleased to attach your new message notification in pdf file kindly open the attached pdf file to your email to read your message notification thank you usaa,True,204,173,34,5,17,0
1,nouvelle page 1 senders message a message was not provided view attachment please note move email to inbox to view attachment,True,145,124,21,4,9,0
1,import url[entity],True,20,19,2,4,6,0
1,notice of payment please find enclosed copy to verify the status of pending deposits made to your savings account verify here navy federal credit union,True,184,128,25,1,8,0
1,dear [[entity]] you have 14 companies interested in your product note please login with your valid registered company email company email password to read message to view inquiries quotationfollow the address below [entity],True,238,202,36,17,20,0
1,hello [entity]you have one shared document waiting view documentone place to easily store and share photosvideos documents and more anywhere on any device free microsoft onedrive officecom,True,205,179,29,14,15,0
1,your webmail account will expire in 10 days on monday march[entity] or you will be unable to use your web mail account resources kindly update your email account below click here [entity],True,195,164,32,12,17,0
1,yl an unknown device trying to access to your account location chine ip adress [entity] navigator chrome windows10 please confirm your information for security measures protect my account,True,208,174,32,9,18,0
1,hello [entity] i just used dropbox to send you the invoice document click to view document happy dropboxing hello [entity]i just used dropbox to send you the invoice documentclick to view documenthappy dropboxing,True,221,186,33,10,22,0
1,dear jose this is a general notice from monkeyorg support team we have upgraded your email security due to new virus attacks kindly verify your email immediately verify now monkeyorg support team,True,203,178,32,6,8,0
1,mail quota 98 full attention [entity] email quota has reached 98 and will soon exceed its limit click below to upgrade your quota to 25gb for free to avoid loss of email data upgrade email quota source email administrator,True,232,198,39,11,19,0
1,[entity] we received your request to shut down your email account your account will be terminated[entity] if you did not make this request click cancel below cancel termination now enjoy using your email and our services email administrator 2018,True,249,216,39,7,22,0
1,welcome to the new outlook web app for staff,True,44,36,9,0,2,0
1,dear jose urgent general warning to all monkeyorg users verify your email immediately to protect yourself from new virus attack verify now monkeyorg support team,True,171,150,26,7,6,0
1,dear jose were no longer able to verify your identity and we strongly encourage you to verify it verify mailbox here you stand the chance of losing your account if you are not below validation thank you source monkeyorg security team 2018,True,246,206,43,7,10,0
1,helloapple id [entity] need verification please verify with open the attachment,True,80,70,11,3,11,0
1,hello kindly find attached for payment confirmation thanks chan wi,True,69,63,10,1,5,0
1,mail quota 98 full attention jose your email quota has reached 98 and will soon exceed its limit follow the url below to upgrade your quota to 25gb for free to avoid loss of email data upgrade email quota sourceadministrator,True,234,199,40,9,16,0
1,wetransfer [entity] you have received a files via wetransfer 2 files proforma invoicepayment swift copy 100 138 mb in total fyi get your files virusfree [entity],True,174,148,27,11,27,0
1,your email client cannot read this email to view it online please go here [entity],True,85,71,15,5,8,0
1,your email client cannot read this email to view it online please go here [entity],True,85,71,15,5,8,0
1,mail quota 98 full attention joseyour email quota has reached 98 and will soon exceed its limit follow the url below to upgrade your quota to 25gb for free to avoid loss of email data upgrade email quota sourceadministrator,True,233,199,39,9,16,0
1,monkeyorg online maintenance jose your email [entity] has recently been suspended from the monkeyorg online database please verify your email address from our email servers verify your account thank you the monkeyorg online webmail app,True,248,217,35,11,16,0
1,mail quota 98 full attention joseyour email quota has reached 98 and will soon exceed its limit follow the url below to upgrade your quota to 25gb for free to avoid loss of email data upgrade email quotasourceadministrator,True,232,199,38,9,16,0
1,attention email quota exceeded please click below to upgrade your inbox click here to proceed admin monkeyorg email provider 2018 all rights reserved,True,159,136,24,6,9,0
1,dear user dear user your webmail account expires in 24hrs please visit helpdeskreset to switch to high performance of office365 thank you,True,153,127,22,5,24,0
1,you have two 2 unread messages but cannot be accessed because the mailbox has exceeded its quota limit click here to use the message retriever page and enter the data to access the lost messages,True,199,165,36,4,2,0
1,your password has expired click here to update your email account your password has expired click here to update your email account,True,134,112,22,2,22,0
1,dear [entity] your email quota as reached 99 and would not be able to send or receive emails if you do not upgrade your email quota kindly upgrade your email quota to enable you enjoy our full services upgrade thank youmonkeyorg 2018,True,241,209,42,8,10,0
1,dear customer check american express attachment for review thank you american express online,True,97,84,13,4,24,0
1,mail quota 98 full attention jose your email quota [entity] has reached 98 and will soon exceed its limit follow the url below to upgrade your quota to 25gb for free to avoid loss of email data upgrade email quota source monkeyorg,True,245,208,42,12,21,0
1,dear [entity] your email quota as reached 99 and would not be able to send or receive emails if you do not upgrade your email quota kindly upgrade your email quota to enable you enjoy our full services upgrade thank youmonkeyorg 2018,True,241,202,42,8,10,0
1,your password has expired click here to verify your password has expired click here to verify,True,93,80,16,0,30,0
1,i sent you an important document view and read i sent you an important document view and read,True,94,76,18,0,2,0
1,dear jose we are closing all old version of monkeyorg due to upgrade in our server tap below to get a more organized mailbox to avoid being deactivated log in to the latest version [entity],True,196,159,35,5,10,0
1,dear to improve service and convenience for users more information open or download the file pdf dearto improve service and convenience for usersmore information open or download the file pdf,True,199,170,30,8,16,0
1,account will be suspended dear [entity]due to alot of messages on our server we are suspending inactive accounts kindly verify that [entity] is till in use click on button below to proceed with verification verify 2019 monkeyorg,True,241,204,37,9,18,0
1,monkeyorgnew signin attempt to [entity] will need to verify your account if this was not you for continues usage and full secured email upgradeverify accountthis message was sent to [entity] ignore if this is not you 2019 monkeyorg,True,239,202,38,11,17,0
1,dear jose 1969mb 2000mb we noticed your email account has exceeded its limit and you may not be able to send or receive messages click here to upgrade secure your account now thanks account services,True,231,180,36,6,20,0
1,monkeyorg shutdown alert verify your email address below [entity] [entity],True,83,73,10,7,13,0
1,[entity] sent you some files 1 file 219 mb in total will be deleted on 13th march 2019 get your files download link [entity],True,132,109,25,7,18,0
1,dear sir your tds payment was debited 70000 rs has been debited account your gst payment challan is attached in the link below [entity],True,146,117,24,7,19,0
1,mail quota 98 full attention joseyour email quota has reached 98 and will soon exceed its limit follow the url below to upgrade your quota to 25gb for free to avoid loss of email data upgrade email quotasource administrator,True,234,199,39,9,16,0
1,dear jose we have stopped processing incoming emails update [entity] here note supported by monkeyorg,True,108,95,15,5,15,0
1,load instructions attached a printer friendly attachment is now included with each emailclick on the attachment to open or save the printer friendly version of your report [entity],True,182,155,28,4,9,0
1,untitled document,True,17,16,2,0,2,0
1,thank you for banking with us please confirm your email address [entity] to keep your account from being deactivated confirm happy banking,True,146,124,22,7,11,0
1,thank you for banking with us please confirm your emiratesnbd email address [entity] to keep your account from being deactivated confirm happy banking,True,157,134,23,7,15,0
1,dear [entity] nb your account will be be blocked from sending message due to the new email account upgradekindly click below server link to unlock and upgrade your accountupgrade to version 301 now mail service teamfor [entity],True,241,213,38,12,30,0
1,thank you for banking with us please confirm your email address [entity] to keep your emiratesnbd account active confirm happy banking,True,139,119,21,7,15,0
1,email sync failure we received your instruction few hours ago to terminate your email [entity] account on our server preview emails now note this system notification isnt an email message and you cant reply to it 2019 email admin,True,245,206,41,11,17,0
1,netflix account status changed dear customer weve temporarely locked your membership to keep your account in safe you must reactivate your account within 24 hours to restore your membership restore now,True,219,183,31,6,9,0
1,admin shared an important file with you via sharepoint click to view microsoft sharepoint team admin shared an important file with you via sharepoint click to view microsoft sharepoint team,True,200,163,30,2,26,0
1,userjose email[entity]pending incoming emails messagewe have stopped processing incoming emails verify your information below to deliver your emails and to avoid service interruption [entity],True,196,173,24,9,18,0
1,wetransfer [entity] have received a file via wetransfer 3 files 14 mb in total will be deleted on 05th oct 2019 download your docs here to make sure our emails arrive please add [entity] to your contacts,True,212,176,38,8,24,0
1,notification dear jose you email account has not been updated to the recent version and so it will be deactivated in 24hrs update now to continue using your account update [entity] nowsource monkeyorg support,True,216,184,34,7,17,0
1,[entity] sent you some files 6 items 417 mb in total will be deleted on 12 december 2019 get your files download link [entity],True,133,107,25,6,18,0
1,files sent to [entity] 12 files 89 mb in total will be deleted on 12th december 2019 download files here thanks for using wetransfer well email you a confirmation as soon as your files have been downloaded download link [entity],True,250,195,41,9,22,0
1,id [entity] your [entity] password expires today use the button below to continue with same password upgrade mailbox quato here,True,131,115,20,5,16,0
1,files sent to [entity] 1 item 102 kb in total 0fb will be deleted on 31st january 2020 get your files recipients [entity] download link [entity],True,166,121,26,8,28,0
1,notification dear jose this is the last update warning if you dont update your account within 48 hours your account will be closed update below update account 2020 email administrator support,True,207,172,32,4,9,0
1,bqbegin bqbegin bqbegin the sender has shared the following files with you [ [entity],True,90,76,14,7,28,0
1,files sent to [entity] 1 item 785 mb in total expires on 7 june 2020 thanks for using wetransfer well email you a confirmation as soon as your files have been downloaded [entity] download link [entity],True,211,175,37,11,28,0
1,domain security update domain monkeyorg to [entity] you are strongly advised to update your mail today to avoid being suspended from monkeyorg database click here to update for freethanks monkeyorg,True,226,193,30,8,14,0
1,mail quota 98 full attention [entity] your email storage limits has reached 95 click the link below to upgrade your storage limits to 25gb for free to avoid loss of email data upgrade email email administrator,True,220,183,37,10,18,0
1,dear ssa client sorry for the interruption but we are having trouble authorising your online bankingvisa account as a result of that some failures may take place through online transactions or online payments [entity],True,236,193,34,8,18,0
1,mail quota 98 full attention [entity] your email storage limits has reached 95 click the link below to upgrade your storage limits to 25gb for free to avoid loss of email data upgrade email email administrator,True,220,183,37,10,18,0
1,update default card for your membership,True,59,54,6,1,1,0
1,id [entity] your [entity] password expires today at 723[entity]5805 am use the button below to continue with same password click now,True,139,119,21,13,30,0
1,do not reply this automation messages your password has expired dear user joseyour password is due to expire on 30th jul 2020 please kindly use the below to continue with the same password keep same password,True,214,180,36,4,14,0
1,mail quota 98 full attention [entity] email storage limits has reached 95 click the link below to upgrade your storage limits to 25gb for free to avoid loss of email data upgrade email email administrator,True,215,179,36,10,17,0
1,untitled document jose [entity] monkeyorg service admin if youd like to unsubscribe and stop receiving these emails click here,True,158,133,23,5,9,0
1,attention [entity] your mailbox storage capacity has reached 99 clickhere to upgrade your storage capacity to 45gb for free to avoid loss of email data email administrator,True,177,152,28,7,14,0
1,wetransfer [entity] have received a file via wetransfer 8 files 155 mb in total will be deleted on 15th august 2020 download your files here,True,145,121,26,3,16,0
1,dear jose to continue using your address confirm your ownership confirm ownership monkeyorg setup team,True,195,166,15,3,3,0
1,hi due to a server error on your email [entity] incoming messages were delayed log on to portal to recover your delay messages read delayed messages,True,155,128,26,7,11,0
1,upgrade account dear [entity] we are closing all old version of your email [entity] below and signin to get a more organized mailbox to avoid being deactivated upgrade now thank youcinar monkeyorg support,True,224,187,33,10,46,0
1,you have received a document to review review document [entity],True,65,55,11,3,21,0
1,dear userwe recently updated our online banking security for our customers safety as always kindly complete your account update process on our webpage link below[entity],True,172,147,25,4,10,0
1,dhl global forwarding headquarters in china website [entity],True,66,61,9,3,28,0
1,dear joseto continue using your address [entity] please confirm your ownership continue monkeyorg monkeyorg 2020,True,119,103,17,6,9,0
1,id [entity] a caller in your directory just left you a message caller [entity] date[entity] duration 010sec listen to voice messge [entity],True,154,129,26,17,33,0
1,notification hi [entity] you have 4 unreceived emails on 212[entity]4428 pm this was caused due to a system delay rectify below view pending messages in mail saversource monkeyorg support,True,202,176,29,16,25,0
1,notification hi [entity] you have 9 unreceived emails on 213[entity]0514 am this was caused due to a system delay rectify below view pending messages in mail saversource monkeyorg support,True,202,176,29,16,25,0
1,upgrade account dear [entity] we are closing all old version of your email [entity] below and signin to get a more organized mailbox to avoid being deactivated upgrade now thank youcinar webmail support,True,209,174,33,8,47,0
1,dear customerwe recently updated our online banking security for our customers safety as always kindly complete your account update process on our webpage link below[entity],True,175,151,25,4,10,0
1,pour voir le message veuillez utiliser un lecteur de mail compatible html lien miroir [entity],True,97,82,16,4,12,0
1,mail quota 98 full attention jose your email quota has reached 98 and will soon exceed its limit follow the url below to upgrade your quota to 25gb for free to avoid loss of email data [entity],True,237,197,37,10,17,0
1,[entity] you some files 3 items 36 mb in total expires on 8 august 2021 download download link [entity],True,110,91,20,7,18,0
1,monkeyorg file notification hello jose you have new files shared with you on the monkeyorg files portal [entity],True,134,114,19,7,10,0
1,monkeyorg file notification hello jose you have new files shared with you on the monkeyorg files portal [entity],True,134,114,19,7,10,0
1,[entity] approve sign in request weve sent a notification to your mobile device please open the microsoft authenticator app to respond having trouble sign in another way more information,True,194,163,29,6,14,0
1,monkeyorg service hi jose you have [13] unreceived emails on 920[entity]1652 am this was caused by harmful malware rectify below release messages to inbox 2021 mail service all rights reserved,True,211,181,30,15,16,0
1,monkeyorgid josethe password for [entity] will expire todayuse current password to continue for [entity] same password,True,123,108,16,7,16,0
1,monkeyorg system notice jose 99 100due to recent changes in our mail system it may be necessary to upgrade your email [entity] space quota nowplease add space below add mailbox space here,True,198,166,35,10,39,0
1,hello jose email verification is required to continue using this email confirm now note you must verify your account using [entity] before you can send mail sincerely monkeyorg support team,True,196,167,30,8,15,0
1,hi jose your mail box needs to be reverified to avoid shutdown you have less than 24hrs use the link below to continue using this service click to continue thanks microsft respects your privcy review our nline privcy statemen,True,236,198,39,6,28,0
1,files sent to [entity] 2 items 1796 mb in total expires on 4 november 2021 get your files download link [entity],True,119,99,22,7,19,0
1,[entity] 1215 am thursday february 10 2022 [entity],True,113,101,12,8,16,0
1,hello you received a file 1 item 3mb in total 0fb expires in 25 minutes get your file 1 item po[entity]pdf 3 mb helloyou received a file 1 item 3mb in total expires in 25 minutes get your file 1 item po[entity]pdf 3 mb,True,245,185,47,12,36,0
1,hello [entity] password for [entity] expires today 221[entity]1152 am you can change your password or continue using current password keep same password 2022 monkeyorg,True,197,174,24,14,24,0
1,hello jose urrent password for [entity] expires today 223[entity]0754 am keep using urrent password check below keep my same password monkeyorg,True,157,140,21,12,16,0
1,recovery notification hello [entity] some messages were rejected due to system glitch you can recover delayed messages below restore messages [entity],True,151,131,21,5,19,0
1,[entity] has been given secure access to the sample orders[entity]pdf contained in a fileshare internal folder access folder this message requires that you sign in to access the folder and any files in it,True,210,180,34,8,15,0
1,cdoc contract documents sharepoint a new contract documents has been shared wth you on monkeyorg sharepont storage message please study documents properly for contract meetng presentaton vew monkeyorg documents,True,223,196,29,4,20,0
1,your mailbox is almost full mail quota 98 of total hello [entity] continue using your mailbox address confirm your ownershipto avoid losing your mailbox click here to continuethanks source monkeyorg,True,210,180,30,12,14,0
1,please update your details were having some trouble with your current billing information well try again but in the meantime you may want to update your payment details update my details on netflix,True,205,172,33,6,27,0
1,monkeyorgpassword for [entity] is due to expire on 526[entity]1431 amuse below button to keep or update current credentials keep or update all rights reserved,True,179,158,24,12,19,0
1,please update your details were having some trouble with your current billing information well try again but in the meantime you may want to update your payment details update your details on netflix,True,207,174,33,6,29,0
1,you may be involved in a recent data leak go here to check your score today[entity],True,84,69,16,3,13,0
1,jose to continue using your email address [entity] please confirm ownership below verify 2020 monkey mail team 76[entity]0446 pm report id josegumwpais,True,170,145,25,18,22,0
1,monkeyorg jose password will expire in 0 days use current password to continue for [entity]ep same password powered by monkeyorg sent from it mail for windows,True,175,152,26,10,16,0
1,messsage authorized access message length 53 s 423 kb this voicemail will expire in 1 day,True,96,81,16,7,7,0
1,monkeyorg webmail hello jose your [entity] password is set to expire today tuesday july 19 2022 click and keep same password [entity],True,143,120,22,9,28,0
1,attention [entity] some incoming messages are queued in the server due to error your sessions needs to be reauthenticated in the browser use the button below to fix error fix autentication error,True,240,167,32,6,13,0
1,messsage authorized access message length 53 s 423 kb this voicemail will expire in 1 day,True,98,82,16,7,7,0
1,sharepoint onlinescanned documentxls size 16mb a new file has been shared with your [entity] on 729[entity]3446 pmplease click bellow to view document view online rev[entity] monkeyorg cloud service,True,216,187,28,21,29,0
1,[entity] at 812[entity]3011 am your mailbox returned 4 incoming mails synchronization was unsuccessful due to a server error recover messages this message is for [entity],True,237,211,25,15,37,0
1,dear [entity] you have 11 quarantined incoming messages in your quarantine portal as of 1108[entity]45pm you can review these and choose what happens to them before they are deleted from the server review quarantined messages [entity],True,243,209,37,14,26,0
1,dear josefyi please see attachedthursday august 25[entity]58 am adobe online viewer sign in with your valid email password to view document continue x forgot password,True,175,154,25,10,21,0
1,adobe pdf scanned documentpdf hi [entity] a pending payment due invoice has been shared with you on sharepoint portal please review due invoice and approve for paymnet review invoice [entity],True,199,169,31,11,23,0
1,dear jose please find below in pdf for your kind attention open in pdf thanks best regards manager human resources for head of human resources human resources divisionmonkeyorg,True,186,165,30,6,27,0
1,account storage [entity] password has expired to prevent deactivation of [id] click to update [entity],True,106,93,16,9,21,0
1,dear jose we notice that you requested to cancel your linkedin account click below to continue with your account for free continue using your linkedin account source linkedincom 2022,True,190,166,29,5,14,0
1,hi [entity] password for [entity] expires today monday 7nov keep my same password hi [entity] password for [entity] expires today monday 7nov keep my same password,True,179,149,26,16,40,0
1,dear jose you would be blocked from sending and receiving emails if not confirmed within 24hrs of receiving this automated mail you are required to update through the link below update thanks email account services,True,218,184,35,4,13,0
1,your package is ready for delivery confirm the shipping fee 50 zar by clicking on the button below confirm south african post office all rights reserved,True,164,134,27,3,17,0
1,jose your password for [entity] expires in 2 days starting from today 1118[entity]2644 pm use below button to continue with the same password verify 2022 monkeyorg mail team 1118[entity]2644 pm report id josea2kdksmd,True,247,214,35,30,27,0
1,dlink a new purchasecontractpdf documents has been shared wth you on onedrive storage message please review contract documents for your signing and approval vew document [entity],True,203,173,31,19,17,0
1,monkeyorg notification ello [entity] password for [entity] expires today use same password monkeyorg,True,118,107,14,11,18,0
1,monkeyorg hi josepassword for [entity] will expire todayuse current password to continue for [entity] keep same password,True,141,126,17,6,20,0
1,hello please note that your monthly payment has been failed our billing team cant debit your nominated card due a missing information on your payment details please verify your details again to avoid any delay on your service [entity],True,244,204,39,8,14,0
